Dataset,Fragments,Count,Proportion,AMW,NumCarbons,NumOxygens,NumNitrogens,NumHeavyAtoms,CSP3,FractionOfChiralCarbons,NumAliphaticRings,NumAromaticRings,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumHeterocycles,NumRings,NumSpiroAtoms,NumBridgeheadAtoms
CAS,*CC#[N:0],84,0.996,40.018724064,2,0,1,3,0.5,0.0,0,0,0,0,0,0,0,0
CAS,*NC12CC3CC(CC(C3)C1)C2,82,0.972,150.128274512,10,0,1,11,1.0,0.0,4,0,0,0,0,4,0,4
CAS,*C(*)[CH3:0],79,0.937,28.031300127999998,2,0,0,2,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)CCC(*)=O,79,0.937,84.021129368,4,2,0,6,0.5,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)C1CC2C[CH2:0][CH2:0]CC2CN1*,78,0.925,165.1153641,10,1,1,12,0.9,0.3,2,0,1,0,1,2,0,0
CAS,*C(C)Cn1cn[c:0]2[c:0](=[NH:0])[n:0][cH:0][nH]c21,76,0.901,176.09362031999999,8,0,5,13,0.375,0.125,0,2,0,2,2,2,0,0
CAS,*CC(*)CF,74,0.878,60.03752838,3,0,0,4,1.0,0.3333333333333333,0,0,0,0,0,0,0,0
CAS,*C(=O)c1cn2c(c(O)c1=O)C(=O)N1C(C)CCOC1C2,69,0.818,277.082446516,13,5,2,20,0.46153846153846156,0.15384615384615385,2,1,2,1,3,3,0,0
CAS,*C1c2cc3c(cc2C(c2cc(OC)c(OC)c(OC)c2)C2C(=O)OCC12)OCO3,69,0.818,397.1287280119999,22,7,0,29,0.4090909090909091,0.18181818181818182,3,2,2,2,2,5,0,0
CAS,*CCOC[PH](=O)(=O)[OH:0],66,0.783,139.016020366,3,4,0,8,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C(C)C12CC3CC(CC(C3)C1)C2,62,0.735,163.148675608,12,0,0,12,1.0,0.08333333333333333,4,0,0,0,0,4,0,4
CAS,*C(=O)C(*)P(=O)(OCC)OCC,58,0.688,178.039495462,6,4,0,11,0.8333333333333334,0.16666666666666666,0,0,0,0,0,0,0,0
CAS,*CCCC(C)N=c1cc[nH]c2cc(Cl)ccc12,57,0.676,247.100201192,14,0,2,17,0.35714285714285715,0.07142857142857142,0,2,0,2,1,2,0,0
CAS,*N1CCN(*)CC1,53,0.629,84.06874825599999,4,0,2,6,1.0,0.0,1,0,1,0,1,1,0,0
CAS,*CN1CCOCC1,53,0.629,100.07623894,5,1,1,7,1.0,0.0,1,0,1,0,1,1,0,0
CAS,*C1C=CC(CO)C1,52,0.617,97.065339908,6,1,0,7,0.6666666666666666,0.3333333333333333,1,0,0,0,0,1,0,0
CAS,*Cc1cc[c:0]([F:0])cc1,52,0.617,109.045353412,7,0,0,8,0.14285714285714285,0.0,0,1,0,1,0,1,0,0
CAS,*C(=O)CCCC,51,0.605,85.065339908,5,1,0,6,0.8,0.0,0,0,0,0,0,0,0,0
CAS,*C1[CH2:0][CH:0]([OH:0])[CH:0]([CH2:0][OH:0])[O:0]1,51,0.605,117.055169148,5,3,0,8,1.0,0.6,1,0,1,0,1,1,0,0
CAS,*C(=O)C(*)P(=O)(OC)OC,49,0.581,150.008195334,4,4,0,9,0.75,0.25,0,0,0,0,0,0,0,0
CAS,*C(=O)C(C)N,49,0.581,72.044938812,3,1,1,5,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0
CAS,*CN1CCN(*)CC1,49,0.581,98.08439831999999,5,0,2,7,1.0,0.0,1,0,1,0,1,1,0,0
CAS,*CCO,48,0.569,45.03403978,2,1,0,3,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)[CH2:0][CH2:0]C(*)=O,48,0.569,84.021129368,4,2,0,6,0.5,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)c1ncn(*)n1,48,0.569,95.011961652,3,1,3,7,0.0,0.0,0,1,0,1,1,1,0,0
CAS,*C1OC(C[OH:0])C(O)C1O,48,0.569,133.050083768,5,4,0,9,1.0,0.8,1,0,1,0,1,1,0,0
CAS,*C1CC(*)C(CO)O1,47,0.557,100.052429496,5,2,0,7,1.0,0.6,1,0,1,0,1,1,0,0
CAS,*C1CC([OH:0])[CH:0](CO)O1,47,0.557,117.055169148,5,3,0,8,1.0,0.6,1,0,1,0,1,1,0,0
CAS,*CN1CCCCC1,45,0.534,98.09697438399999,6,0,1,7,1.0,0.0,1,0,1,0,1,1,0,0
CAS,*C=O,45,0.534,29.002739652,1,1,0,2,0.0,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)c1nnc(C)o1,45,0.534,111.019452336,4,2,2,8,0.25,0.0,0,1,0,1,1,1,0,0
CAS,*C1CC(O)C(CO)C1=C,43,0.51,127.075904592,7,2,0,9,0.7142857142857143,0.42857142857142855,1,0,0,0,0,1,0,0
CAS,*C(=O)C(N)C(C)CC,43,0.51,114.091889004,6,1,1,8,0.8333333333333334,0.3333333333333333,0,0,0,0,0,0,0,0
CAS,*CC[OH:0],43,0.51,45.03403978,2,1,0,3,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)C(*)Cc1ccccc1,41,0.486,132.057514876,9,1,0,10,0.2222222222222222,0.1111111111111111,0,1,0,1,0,1,0,0
CAS,*C(=O)[c:0]1[cH:0][cH:0][cH:0][cH:0][cH:0]1,41,0.486,105.03403978,7,1,0,8,0.0,0.0,0,1,0,1,0,1,0,0
CAS,*C1c2ccccc2SCc2c1ccc(F)c2F,41,0.486,247.039302728,14,0,0,17,0.14285714285714285,0.07142857142857142,1,2,1,2,1,3,0,0
CAS,*C(=O)C(*)(C)C,40,0.474,70.041864812,4,1,0,5,0.75,0.0,0,0,0,0,0,0,0,0
CAS,*C1OC(CO[PH](=O)(=O)O[PH](=O)(=O)[OH:0])C(O)C1O,40,0.474,292.982744812,5,10,0,17,1.0,0.8,1,0,1,0,1,1,0,0
CAS,*C(=O)c1cn(*)c2cc(*)c(Cc3cccc(Cl)c3F)cc2c1=O,40,0.474,312.02275939599997,17,2,1,22,0.058823529411764705,0.0,0,3,0,3,1,3,0,0
CAS,*C(c1ccccc1)(c1ccccc1)c1ccccc1,39,0.463,243.11737548,19,0,0,19,0.05263157894736842,0.0,0,3,0,3,0,3,0,0
CAS,*C1CC(N=[N+]=[N-])C(CO)O1,39,0.463,142.061651496,5,2,3,10,1.0,0.6,1,0,1,0,1,1,0,0
CAS,*C(=O)c1cc2cc(*)ccc2[nH]1,39,0.463,143.03711378,9,1,1,11,0.0,0.0,0,2,0,2,1,2,0,0
CAS,*Cc1ccccc1,39,0.463,91.054775224,7,0,0,7,0.14285714285714285,0.0,0,1,0,1,0,1,0,0
CAS,*C(=O)CCCCCCCCCCC,38,0.451,183.174890356,12,1,0,13,0.9166666666666666,0.0,0,0,0,0,0,0,0,0
CAS,*C(C)(C)C,37,0.439,57.070425287999996,4,0,0,4,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,37,0.439,208.133753816,12,2,1,15,0.9166666666666666,0.25,4,0,0,0,0,4,0,4
CAS,*C1OC(CO)CC1O,37,0.439,117.055169148,5,3,0,8,1.0,0.6,1,0,1,0,1,1,0,0
CAS,*C(=O)C(*)CC(C)C,37,0.439,98.07316494,6,1,0,7,0.8333333333333334,0.16666666666666666,0,0,0,0,0,0,0,0
CAS,*C(=O)C1=CC(*)C=CC1=O,36,0.427,120.021129368,7,2,0,9,0.14285714285714285,0.14285714285714285,1,0,0,0,0,1,0,0
CAS,*C1CC(F)C(CO)O1,35,0.415,119.050832716,5,2,0,8,1.0,0.6,1,0,1,0,1,1,0,0
CAS,*C(=O)c1c(C)ncnc1C,34,0.403,135.055837844,7,1,2,10,0.2857142857142857,0.0,0,1,0,1,1,1,0,0
CAS,*c1c2c(c(O)c3cc4c(cc13)OCO4)COC2O,34,0.403,245.044998388,13,5,0,18,0.23076923076923078,0.07692307692307693,2,2,2,2,2,4,0,0
CAS,*CCCC,34,0.403,57.070425287999996,4,0,0,4,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)CCCCC,34,0.403,99.080989972,6,1,0,7,0.8333333333333334,0.0,0,0,0,0,0,0,0,0
CAS,*C1OC(CO)C(O)C1*,33,0.391,116.047344116,5,3,0,8,1.0,0.8,1,0,1,0,1,1,0,0
CAS,*C(F)(F)F,33,0.391,68.99520966,1,0,0,4,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)C(*)[CH:0]([CH3:0])[CH3:0],33,0.391,84.057514876,5,1,0,6,0.8,0.2,0,0,0,0,0,0,0,0
CAS,*C(=O)C(N)CC(C)C,33,0.391,114.091889004,6,1,1,8,0.8333333333333334,0.16666666666666666,0,0,0,0,0,0,0,0
CAS,*CC(C)[CH3:0],33,0.391,57.070425287999996,4,0,0,4,1.0,0.25,0,0,0,0,0,0,0,0
CAS,*c1[nH]c(=Nc2ccc(C#N)cc2)[nH]c(=N)c1Br,32,0.38,287.988482324,11,0,5,17,0.0,0.0,0,2,0,2,1,2,0,0
CAS,*C1[CH2:0][CH2:0][CH:0]([CH2:0][OH:0])[O:0]1,32,0.38,101.060254528,5,2,0,7,1.0,0.4,1,0,1,0,1,1,0,0
CAS,*C(=O)C(*)[PH:0](=O)(=[O:0])[OH:0],32,0.38,121.97689520600001,2,4,0,7,0.5,0.5,0,0,0,0,0,0,0,0
CAS,*C(=O)CC(C)C,32,0.38,85.065339908,5,1,0,6,0.8,0.0,0,0,0,0,0,0,0,0
CAS,*C(C)O,32,0.38,45.03403978,2,1,0,3,1.0,0.5,0,0,0,0,0,0,0,0
CAS,*CC(C)OC[PH](=O)(=O)O,31,0.368,153.03167043,4,4,0,9,1.0,0.25,0,0,0,0,0,0,0,0
CAS,*c1[cH:0][cH:0][c:0]([N:0]=Nc2cc(S(=O)(=O)O)c3ccccc3c2N)[cH:0][cH:0]1,31,0.368,326.059937244,16,3,3,23,0.0,0.0,0,3,0,3,0,3,0,0
CAS,*C1CCCCC1,31,0.368,83.086075352,6,0,0,6,1.0,0.0,1,0,0,0,0,1,0,0
CAS,*C(=O)C[PH](=O)(=O)O,31,0.368,122.98472023800001,2,4,0,7,0.5,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)CN,31,0.368,58.029288748,2,1,1,4,0.5,0.0,0,0,0,0,0,0,0,0
CAS,*CN(CC)CC,31,0.368,86.09697438399999,5,0,1,6,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C1OC(CO[PH](*)(=O)=O)C(O)C1O,31,0.368,196.013674638,5,6,0,12,1.0,0.8,1,0,1,0,1,1,0,0
CAS,*C(C[OH:0])CO,31,0.368,75.044604464,3,2,0,5,1.0,0.3333333333333333,0,0,0,0,0,0,0,0
CAS,*C(=O)C1C[CH:0]2[CH2:0][CH2:0][CH2:0][CH2:0][CH:0]2CN1*,30,0.356,165.1153641,10,1,1,12,0.9,0.3,2,0,1,0,1,2,0,0
CAS,*C(=O)C(N)C12CC3CC(CC(*)(C3)C1)C2,30,0.356,191.131014164,12,1,1,14,0.9166666666666666,0.25,4,0,0,0,0,4,0,4
CAS,*C(=O)CN=c1nc(*)[nH]c(*)n1,30,0.356,135.030685716,5,1,4,10,0.2,0.0,0,1,0,1,1,1,0,0
CAS,*C(=O)c1cn(*)c2c(OC)c(*)c(F)cc2c1=O,29,0.344,218.02534624,11,3,1,16,0.09090909090909091,0.0,0,2,0,2,1,2,0,0
CAS,*C(=O)[C:0]([CH3:0])([CH3:0])[CH3:0],29,0.344,85.065339908,5,1,0,6,0.8,0.0,0,0,0,0,0,0,0,0
CAS,*Cc1ccc(*)cc1,29,0.344,90.046950192,7,0,0,7,0.14285714285714285,0.0,0,1,0,1,0,1,0,0
CAS,*C(=O)C1CCCN1*,29,0.344,97.052763844,5,1,1,7,0.8,0.2,1,0,1,0,1,1,0,0
CAS,*CC(*)(C)C,29,0.344,56.062600255999996,4,0,0,4,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)C(N)C12CC3CC(CC(C3)C1)C2,29,0.344,192.138839196,12,1,1,14,0.9166666666666666,0.08333333333333333,4,0,0,0,0,4,0,4
CAS,*C(=O)C1OC(*)C(O)C1O,28,0.332,130.026608672,5,4,0,9,0.8,0.8,1,0,1,0,1,1,0,0
CAS,*C(=O)Cc1cn(*)c(=O)[nH]c1=O,27,0.32,152.022191988,6,3,2,11,0.16666666666666666,0.0,0,1,0,1,1,1,0,0
CAS,*C(=O)C1OC(*)CS1,27,0.32,115.993200368,4,2,0,7,0.75,0.5,1,0,1,0,1,1,0,0
CAS,*C(=O)C1C2[CH:0]([CH2:0]N1*)C2(C)C,27,0.32,137.084063972,8,1,1,10,0.875,0.375,2,0,1,0,1,2,0,0
CAS,*C(=O)C(C)N=c1[nH]c(=O)c2ncn(*)c2[nH]1,27,0.32,205.059974464,8,2,5,15,0.25,0.125,0,2,0,2,2,2,0,0
CAS,*C(=O)CCCCCCC,27,0.32,127.1122901,8,1,0,9,0.875,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)C(N)Cc1ccccc1,26,0.308,148.07623894,9,1,1,11,0.2222222222222222,0.1111111111111111,0,1,0,1,0,1,0,0
CAS,*C(=O)c1ccc(*)cc1,26,0.308,104.026214748,7,1,0,8,0.0,0.0,0,1,0,1,0,1,0,0
CAS,*C(=O)CCl,25,0.296,76.979417364,2,1,0,4,0.5,0.0,0,0,0,0,0,0,0,0
CAS,*C(CO)CO,25,0.296,75.044604464,3,2,0,5,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)c1cn(*)c2cc(*)c(F)cc2c1=O,25,0.296,188.014781556,10,2,1,14,0.0,0.0,0,2,0,2,1,2,0,0
CAS,*Cc1cc(=NC(C)CCCN(CC)CC)c2ccc(Cl)cc2[nH]1,24,0.285,332.18935054400004,19,0,3,23,0.5263157894736842,0.05263157894736842,0,2,0,2,1,2,0,0
CAS,*C1CC(O)C(CO[PH](=O)(=O)OC2CC(*)OC2CO)O1,24,0.285,296.066104134,10,8,0,19,1.0,0.6,2,0,2,0,2,2,0,0
CAS,*C[CH3:0],24,0.285,29.039125159999998,2,0,0,2,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C1O[CH:0]([CH2:0]O)C(O)C1O,24,0.285,133.050083768,5,4,0,9,1.0,0.8,1,0,1,0,1,1,0,0
CAS,*N1[CH2:0][CH2:0][O:0][CH2:0][CH2:0]1,24,0.285,86.060588876,4,1,1,6,1.0,0.0,1,0,1,0,1,1,0,0
CAS,*C(=O)C(F)(F)F,24,0.285,96.99012428,2,1,0,6,0.5,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)[CH:0]1[CH2:0]N(*)[CH2:0][CH2:0]N1*,24,0.285,111.055837844,5,1,2,8,0.8,0.2,1,0,1,0,1,1,0,0
CAS,*C(=O)[CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH3:0],24,0.285,211.206190484,14,1,0,15,0.9285714285714286,0.0,0,0,0,0,0,0,0,0
CAS,*Nc1cccc(C(CC)C2C(=O)CC(CCC)(CCc3ccccc3)OC2=O)c1,24,0.285,392.22256881999994,25,3,1,29,0.44,0.12,1,2,1,2,1,3,0,0
CAS,*C(=O)[CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH3:0],23,0.273,239.237490612,16,1,0,17,0.9375,0.0,0,0,0,0,0,0,0,0
CAS,*CN(C)C,23,0.273,58.065674255999994,3,0,1,4,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C1OC(CO)C(O)C1C,23,0.273,131.070819212,6,3,0,9,1.0,0.6666666666666666,1,0,1,0,1,1,0,0
CAS,*C(=O)c1cn(*)c2cc(OC)c(Cc3cccc(Cl)c3F)cc2c1=O,23,0.273,343.04114911199997,18,3,1,24,0.1111111111111111,0.0,0,3,0,3,1,3,0,0
CAS,*C1[CH2:0][CH2:0]1,23,0.273,41.03912516,3,0,0,3,1.0,0.0,1,0,0,0,0,1,0,0
CAS,*C1OC(CSC)C(O)C1O,23,0.273,163.042890212,6,3,0,10,1.0,0.6666666666666666,1,0,1,0,1,1,0,0
CAS,*C(=O)c1cccnc1,22,0.261,106.029288748,6,1,1,8,0.0,0.0,0,1,0,1,1,1,0,0
CAS,*C1OC(CO[PH](=O)(=O)[O:0][PH:0](=[O:0])(=[O:0])[O:0][PH:0](=[O:0])(=[O:0])[OH:0])C(O)C1O,22,0.261,372.9490753339999,5,13,0,21,1.0,0.8,1,0,1,0,1,1,0,0
CAS,*CCCc1cc(C)no1,22,0.261,124.07623894,7,1,1,9,0.5714285714285714,0.0,0,1,0,1,1,1,0,0
CAS,*C1CC(O)C(CO[PH](=O)(=O)O[PH](=O)(=O)O[PH](=O)(=O)[OH:0])O1,22,0.261,356.9541607139999,5,12,0,20,1.0,0.6,1,0,1,0,1,1,0,0
CAS,*C(=O)C1C2CCC[CH:0]2CN1*,22,0.261,137.084063972,8,1,1,10,0.875,0.375,2,0,1,0,1,2,0,0
CAS,*C1OC(CO)C(O)C1Cl,22,0.261,151.016196796,5,3,0,9,1.0,0.8,1,0,1,0,1,1,0,0
CAS,*C(=O)c1cn(*)c2cc(OC)c(Cc3cc(*)cc(Cl)c3F)cc2c1=O,22,0.261,342.03332407999994,18,3,1,24,0.1111111111111111,0.0,0,3,0,3,1,3,0,0
CAS,*C1CC(N=[N+]=[N-:0])C(CO)O1,21,0.249,142.061651496,5,2,3,10,1.0,0.6,1,0,1,0,1,1,0,0
CAS,*C1OC(CO)C(O)C1=C,21,0.249,129.055169148,6,3,0,9,0.6666666666666666,0.5,1,0,1,0,1,1,0,0
CAS,*C(=O)C1CC2[CH2:0][CH2:0][CH2:0][CH2:0]C2CN1*,21,0.249,165.1153641,10,1,1,12,0.9,0.3,2,0,1,0,1,2,0,0
CAS,*CC#C,21,0.249,39.023475096,3,0,0,3,0.3333333333333333,0.0,0,0,0,0,0,0,0,0
CAS,*C12CC3CC(C1)CC(O)(C3)C2,21,0.249,151.1122901,10,1,0,11,1.0,0.2,4,0,0,0,0,4,0,4
CAS,*C1OC(CO)C([OH:0])C1O,21,0.249,133.050083768,5,4,0,9,1.0,0.8,1,0,1,0,1,1,0,0
CAS,*C(*)CO,21,0.249,44.026214748,2,1,0,3,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)C1OC(*)C(O)C(O)C1O,21,0.249,160.037173356,6,5,0,11,0.8333333333333334,0.8333333333333334,1,0,1,0,1,1,0,0
CAS,*C(=O)C(=O)c1c(C23CC4CC(CC(C4)C2)C3)[nH]c2ccccc12,21,0.249,306.14940388,20,2,1,23,0.5,0.0,4,2,0,2,1,6,0,4
CAS,*C1CC(N)C(CO)O1,20,0.237,116.07115356,5,2,1,8,1.0,0.6,1,0,1,0,1,1,0,0
CAS,*CCCN=c1cc[nH]c2cc(Cl)ccc12,20,0.237,219.068901064,12,0,2,15,0.25,0.0,0,2,0,2,1,2,0,0
CAS,*C(CC)CC,20,0.237,71.086075352,5,0,0,5,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C1C[CH:0]([OH:0])[CH:0](CO)O1,20,0.237,117.055169148,5,3,0,8,1.0,0.6,1,0,1,0,1,1,0,0
CAS,*C(=O)c1cc(C)on1,20,0.237,110.024203368,5,2,1,8,0.2,0.0,0,1,0,1,1,1,0,0
CAS,*CC(=O)CC(=O)C*,20,0.237,98.036779432,5,2,0,7,0.6,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)C1CC2[CH2:0][CH2:0]CCC2CN1*,20,0.237,165.1153641,10,1,1,12,0.9,0.3,2,0,1,0,1,2,0,0
CAS,*C1CC(O)C(CO[PH](=O)(=O)O[PH:0](=[O:0])(=[O:0])[O:0][PH:0](=[O:0])(=[O:0])[OH:0])O1,19,0.225,356.9541607139999,5,12,0,20,1.0,0.6,1,0,1,0,1,1,0,0
CAS,*C(=O)CCCCCCCCCCCCC,19,0.225,211.206190484,14,1,0,15,0.9285714285714286,0.0,0,0,0,0,0,0,0,0
CAS,*CCCC*,19,0.225,56.062600255999996,4,0,0,4,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)CCC(C)=O,19,0.225,99.044604464,5,2,0,7,0.6,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)C1=CN(C)C=CC1,19,0.225,122.060588876,7,1,1,9,0.2857142857142857,0.0,1,0,1,0,1,1,0,0
CAS,*C1OC(CO)CC1F,19,0.225,119.050832716,5,2,0,8,1.0,0.6,1,0,1,0,1,1,0,0
CAS,*CC(O)C*,19,0.225,58.041864812,3,1,0,4,1.0,0.0,0,0,0,0,0,0,0,0
CAS,*C(=O)c1cccc(*)c1,19,0.225,104.026214748,7,1,0,8,0.0,0.0,0,1,0,1,0,1,0,0
CAS,*C1OC(CO)C(O)C1(C)O,19,0.225,147.065733832,6,4,0,10,1.0,0.6666666666666666,1,0,1,0,1,1,0,0
